COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
asdasdasd,asdasdasdasdasd,asdasda,64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,224287841,1
asdasdasd,asdasdasdasdasd,asdasda,094322101 man this is a phone number,1
asdasdasd,asdasdasdasdasd,asdasda,phone numbers are stupid,0
asdasdasd,asdasdasdasdasd,asdasda,what else can i right here to fill space,0
asdasdasd,asdasdasdasdasd,asdasda,who cares ,0
asdasdasd,asdasdasdasdasd,asdasda,this is my phone number +64224287841,1
asdasdasd,asdasdasdasdasd,asdasda,what a coincidence mines 0224287841,1
